,Астраханская область,Волгоградская область,Иркутская область,Кабардино-Балкарская Республика,Кемеровская область,Краснодарский край,Красноярский край,Курганская область,Ленинградская область,Нижегородская область,Новосибирская область,Омская область,Оренбургская область,Пермский край,Приморский край,Республика Башкортостан,Республика Дагестан,Республика Калмыкия,Республика Коми,Республика Марий Эл,Республика Татарстан (Татарстан),Ростовская область,Рязанская область,Саратовская область,Сахалинская область,Тверская область,Томская область,Тюменская область,Ярославская область
2014-10-01,11281.898121983999,11975.146030194897,15063.726567056669,,9602.64397012429,10698.152787857935,30690.128386248118,11758.75182539947,11483.896120585836,10133.766025545694,17651.789012723973,10775.723435283142,12529.181936937082,10470.498313513586,18894.225,8782.834193067963,8723.528373656793,8410.282746152136,12267.376868495514,6257.486453189397,,10014.113594733444,6844.194817497972,11398.15172097936,12870.585413123941,10471.020342202359,13950.102363948537,9673.613443202,6433.977966450981
2014-11-01,11281.898121983999,11607.509047067917,14583.19368956756,,9648.736661180888,9891.512067653446,17941.44905460065,11464.783029764483,10600.784508912786,7690.515036786625,17651.789012723973,7750.977866999165,11954.092486031668,9462.189325922227,18894.225,6021.511122767395,8723.528373656793,8410.282746152136,8556.49536577562,6257.486453189397,,10014.113594733444,5732.697579136301,9805.82992555854,11252.752826694265,10667.875524635763,14025.43291671386,9673.613443202,5365.294226223472
2014-12-01,11281.898121983999,10269.163253940986,11634.471925537004,,9648.736661180888,9431.55675650756,16595.840375505602,11759.427953629429,8833.633731277025,7474.411564252922,9505.48838335186,5016.432875521859,9434.169789976193,9826.483614970231,18894.225,4921.983191750069,7442.0420555666105,8410.282746152136,8044.816942902237,6257.486453189397,,10014.113594733444,5088.915640999295,8026.071794069667,11872.779507445119,10493.989153584198,14025.43291671386,9673.613443202,4311.550440193182
2015-01-01,11281.898121983999,7082.641896243098,8834.054533060247,,7900.385578174911,7887.610915467273,,11269.059807963084,8727.630126501701,2292.402026756371,9505.48838335186,2598.0105862327705,8500.186980768549,1801.1944466240432,18894.225,4683.759205269365,7517.206680327833,7988.086552295298,16906.98728720334,4549.192651468692,,6580.274043099346,3277.7705643676454,7155.243004413108,12807.167254681053,11334.557684786294,14025.43291671386,8303.829779644597,3115.957503127613
2015-02-01,9536.588482513074,13575.299722529146,8834.054533060247,,10140.144889587498,7961.754458072664,,8159.926206946068,8432.636228225943,5049.473944336259,4888.672675557861,4484.945675013631,8305.532698908948,4379.244058077037,18894.225,4225.219179073494,9194.295490708973,7988.086552295298,10957.418460836487,5251.133077590312,,6580.274043099346,2477.0112154926296,7848.5860515407385,11947.806331891954,14385.820613530763,12764.546497501287,8303.829779644597,5680.3905282016385
2015-03-01,9536.588482513074,12748.56396942712,11552.293112882884,,13025.01611067514,13484.027350191864,,8820.064237088005,8432.636228225943,9355.665324066222,10184.57178498969,7405.542298582509,12643.512427549093,13509.529994761853,18894.225,7159.633898940034,9194.295490708973,7988.086552295298,11111.91806113428,8356.128066369463,,7677.863753488317,6884.604972340216,6736.441408037415,12576.26094494947,15072.024256796176,13476.808192061857,8303.829779644597,6339.883868525848
2015-04-01,9536.588482513074,12158.305457642644,13586.651930061562,,10365.307820875276,12505.086964567934,,8820.064237088005,8432.636228225943,8207.725188803297,11286.542452125574,6274.71598958896,9620.448606122107,10907.59451777072,18894.225,6158.001116478324,9126.257704077727,7988.086552295298,9528.469737422645,7167.051042525089,,8561.585871514822,6282.202037260446,7604.095061392634,12503.318631468765,14704.266864930352,13440.420809943293,8303.829779644597,5259.567657329044
2015-05-01,9536.588482513074,13468.97078597652,10386.995400532065,,10618.221331704632,11188.30130719893,,8820.064237088005,8432.636228225943,8911.127237483737,9407.333133846665,7424.871430480616,9908.100019445157,11904.548656694964,18894.225,7774.476409553884,9126.257704077727,7988.086552295298,10771.9350381563,7332.609921607418,,8561.585871514822,6009.554468843343,8961.42602985122,12503.318631468765,13644.089223968875,13440.420809943293,8353.652758322463,6145.278850823255
2015-06-01,9536.588482513074,12394.146917255595,12006.327983475016,,11531.38836623123,12104.623184258524,,8820.064237088005,8432.636228225943,11266.338166350692,10666.975040468731,7790.917592003311,9774.340669182648,13339.046769826706,18894.225,6913.064423375314,9288.705091210311,7988.086552295298,12884.31149913875,7183.024679206626,,8329.566894396772,6909.785728276076,8890.630764215395,12503.318631468765,13174.732554664346,13440.420809943293,8353.652758322463,6250.363119172332
2015-07-01,9536.588482513074,11214.22413073286,11467.243857016987,,11103.573857844052,11586.545311972257,,8820.064237088005,8432.636228225943,9373.593354403778,10864.314078717402,7823.639445889726,9372.61526767924,11336.855849675718,18894.225,6935.186229530114,9288.705091210311,7988.086552295298,10369.293894506865,7183.024679206626,,8329.566894396772,6234.699662623504,9440.960808520329,12503.318631468765,13141.795723277684,13440.420809943293,10009.346735021976,6335.368057593077
2015-08-01,9536.588482513074,10624.355941456311,11416.787984046112,,8222.19644173352,10120.847330007768,,9407.480515278066,8432.636228225943,8064.102362793569,9506.274818877728,5528.965996410269,8086.692452953649,9340.435534547822,20570.1427575,5605.711029329193,9288.705091210311,7988.086552295298,8529.781157621348,7183.024679206626,,8329.566894396772,5120.558832912682,10166.026598614691,12944.68577915961,13608.32947145404,13414.884010404397,8536.971830300245,5205.771932924231
2015-09-01,9536.588482513074,8263.62405126472,9599.23533698597,,7402.44345649269,9002.493700041909,,8820.453731124715,8432.636228225943,3858.672980596723,6790.33210312436,4679.163922762011,7278.023207658284,7392.954725594603,20570.1427575,4709.918406842387,9288.705091210311,7988.086552295298,4737.440454942897,6739.832056499577,,8329.566894396772,3498.365794645944,9292.764913793688,12870.9010702184,14023.38352033339,13021.82790889955,7262.401936036416,4411.891713153285
2015-10-01,7853.380615349516,9680.009213651494,10428.609270101557,,7580.102099448513,9640.77050337488,,5840.0224153776735,8432.636228225943,4134.953966007448,7971.1708558576875,4415.72699391051,6433.044713249158,5741.368639896769,20570.1427575,4448.988927103319,9288.705091210311,7988.086552295298,5138.70166147656,5715.3775839116415,,6661.987602138539,4051.457426779468,9292.764913793688,12135.97261910893,15031.664795445358,13171.578929851898,6395.997385067271,4778.519914516323
2015-11-01,7541.601404920139,9680.009213651494,9828.964237070717,,8285.80960490717,10099.671179335524,,6369.712448452427,8432.636228225943,5780.252149081811,8532.341284110069,4748.672809251362,4928.998859291505,6429.184602956401,20570.1427575,3796.767150389973,9288.705091210311,7988.086552295298,6885.346356212443,5950.27960261041,,6677.310173623458,4376.384312407181,9292.764913793688,12135.97261910893,14906.901977643163,13229.533877143245,6700.446860596473,4137.242541988233
2015-12-01,6170.538269505658,7082.862741628799,9927.253879441423,,8474.726063899054,8566.541094312392,,5880.51853241128,8432.636228225943,3336.3615404500206,5840.387608973342,3020.1559066838668,2075.1085197617235,3457.615479469953,20570.1427575,3053.360142343616,9288.705091210311,7988.086552295298,2694.2360291859286,4852.453015928789,,6677.310173623458,3222.3317692254072,8172.986741681549,11768.25264874993,14947.1506129828,13050.935169801809,5706.770591170016,2702.446828426713
2016-01-01,4861.767102543508,4938.171903463599,8017.250233036894,,7446.741792348098,6597.093296729972,,6051.641621704447,6200.517418614537,677.2813927113542,3395.6013558571008,1196.585770228148,1904.327088585333,3062.410030166537,20570.1427575,2090.33035344844,9288.705091210311,,1003.872344474677,4852.453015928789,,6677.310173623458,1308.588931482438,8810.47970753271,11399.906340844058,14582.44013802602,11745.84165282163,4922.089634884139,1952.5178335383002
2016-02-01,6981.011382542224,5295.695549274363,5414.049082369816,,7446.741792348098,5337.708186384221,,5329.075612072937,5238.197115245562,2085.010767461904,3395.6013558571008,796.0885129327867,2625.4957570325996,3040.054436946321,20570.1427575,1199.2225237733699,9288.705091210311,,800.9897436563447,4852.453015928789,,6677.310173623458,247.32330805018077,7599.919795717717,11399.906340844058,15396.140297727872,11745.84165282163,4194.112577884775,2327.2060057943004
2016-03-01,8164.990913021385,6940.009017324052,4799.554511520842,,6675.259342660836,6129.290310425,,5329.075612072937,5642.585932542519,2156.9436389393395,3942.6327342856803,2042.842733036824,2942.6556444821376,3076.839095633371,20570.1427575,1618.110951327408,9266.41219899141,,1041.3667657276137,4852.453015928789,,6677.310173623458,2202.8592401413503,6879.447399083677,11399.906340844058,13993.551916604862,8616.749436509946,4959.957534606535,3670.9347535399293
2016-04-01,6918.196800603019,6940.009017324052,4799.554511520842,,7199.934726993976,7104.460398813619,,5096.727915386557,6882.826320515365,3170.275760513041,5251.586802068525,1961.9461608085664,3984.355742628814,2949.45795707415,20570.1427575,2654.9964489380113,9266.41219899141,,3830.355237699309,4852.453015928789,,6677.310173623458,3233.356792679474,7451.12947794753,11399.906340844058,14474.93010253607,8500.423319117064,5467.361190396784,3264.562276323059
2016-05-01,9161.76802303858,7297.419481716242,7502.18365695823,,7284.8939567725065,6681.034559044327,,5194.585091361979,6882.826320515365,4876.201147245108,5966.327765830051,2268.990734975107,4602.727753884806,2969.5142711822546,20570.1427575,2953.9490490884323,9266.41219899141,,6617.321708649326,4852.453015928789,,6677.310173623458,3169.012992505152,6798.410535679326,11399.906340844058,14644.286784735741,8601.578356614556,5467.361190396784,3608.3206840198764
2016-06-01,11218.584944210741,9110.828222922728,9856.36888851172,,9563.608786450948,8162.888024240359,,5880.7897819308955,9983.539577907537,6656.502186104297,7635.7062747093005,2705.771451457815,5062.0799837225095,3322.5895180258244,20570.1427575,4035.685190864616,9266.41219899141,,10022.595459920269,4852.453015928789,,6677.310173623458,4474.329444118025,8052.717279512163,11399.906340844058,14112.699174449834,8660.929247275197,5467.361190396784,5140.052814386314
2016-07-01,10594.831621312624,9110.828222922728,9541.950720968198,,9844.778884772606,8754.697405997784,,6958.738548958829,9983.539577907537,7416.009085538796,7635.7062747093005,2883.5406358185933,5062.0799837225095,3357.8089669168985,20570.1427575,4980.035525526936,9266.41219899141,,9399.190022313227,4852.453015928789,,6677.310173623458,4819.747677203935,9343.567859417963,11399.906340844058,13886.895987658638,8824.620810048697,5467.361190396784,4577.217031211012
2016-08-01,9036.331889817537,8395.628207423293,9431.264092604966,,9629.178227196087,8124.359192765943,,7742.988383426487,10541.61944031257,5985.460932938362,7635.7062747093005,2770.2174888309223,5315.690190907007,3179.173529876919,20981.545612650003,5238.001365749232,9266.41219899141,,6195.94606270888,4852.453015928789,,6677.310173623458,4011.475991736836,9084.751029712084,11399.906340844058,13979.938190775953,8809.618954671614,5467.361190396784,4140.0928047303605
2016-09-01,11965.007055307402,10074.753848907952,9969.78927229271,,10974.37442553538,8124.359192765943,,7474.306686521589,10541.61944031257,8257.541903081765,7635.7062747093005,3028.9558022877304,6815.777962780964,3108.9137948666394,20981.545612650003,5491.520631851495,9266.41219899141,,9321.181256739237,4852.453015928789,,6677.310173623458,4292.279311158415,8262.58106152314,11768.123315653324,14080.593745749538,8541.806538449597,5467.361190396784,5702.149819955126
2016-10-01,11965.007055307402,10289.34610588969,12096.345324072747,,12149.729926510221,9604.617437687897,,8827.156196781994,10541.61944031257,9293.863411918526,7635.7062747093005,3772.2615561691405,9248.329117697489,3209.953493199805,20981.545612650003,6187.296295907078,9266.41219899141,,12069.99760935164,7081.669931446476,,6677.310173623458,4346.791258410126,9753.150685021918,12136.46557543327,13779.2690395905,10119.47820610124,5467.361190396784,6577.429817318239
2016-11-01,11965.007055307402,10503.364504892195,13446.297462239263,,12934.60247976278,9870.66534071185,,7155.292813111485,13704.10527240634,10045.736961942735,8291.61344370683,3659.470935639683,8603.720578193976,3210.595483898445,20981.545612650003,7338.133406945795,9266.41219899141,,11896.189643776977,7222.595163082259,,6677.310173623458,5614.315589362518,11169.308164487098,12871.93538930453,13944.620268065582,10982.669697081674,5467.361190396784,5640.146068350389
2016-12-01,11965.007055307402,10789.056019425263,14965.729075472302,,12647.454304712044,9177.744633793878,,7155.292813111485,13704.10527240634,8961.801943749113,8291.61344370683,4160.452506728757,12820.404033566841,3377.8675086095536,20981.545612650003,8780.81043475134,9266.41219899141,,10047.521773134033,7222.595163082259,,6677.310173623458,5062.428366928183,10360.650253378233,12871.93538930453,13639.233084194948,10893.710072535312,5467.361190396784,6452.327102192846
2017-01-01,15579.635686715768,12407.414422339052,14802.602628549654,,13291.20972882189,10740.714544928976,,7155.292813111485,15811.796663302433,11519.500218495108,8291.61344370683,3931.627618858675,11983.231650174926,3522.4402379780427,20981.545612650003,9674.696937009025,9266.41219899141,,13083.882852975137,7156.147287581902,,6890.316368162046,7240.79129321738,11592.531568504904,13975.060252167927,13475.56228718461,10893.710072535312,5467.361190396784,7078.848063815771
