index,id,geometry,Тип,Субъект,Название,Направление поставок (объекты трубопроводного транспорта),Направление поставок (перерабатывающие заводы),Направление поставок (терминалы),Направление поставок (страны),Направление поставок (города),link_to,Источники поставок (объекты трубопроводного транспорта),Источники поставок (города),Источники поставок (страны),link_from
342,CompressorStation795,"{'type': 'Point', 'coordinates': [67.799388, 83.551369]}",        Головная нефтеперекачивающая станция (ГНПС),"Россия, Тазовский",ЦПС Ванкорского месторождения,НПС-1 (Ванкор - Пурпе),,,,,"""https://energybase.ru/compressor-station/ops-1-vankor-purpe""",,,,
343,CompressorStation800,"{'type': 'Point', 'coordinates': [56.055121, 45.833244]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Лысково",ЛПДС Воротынец,ЛПДС Староликеево,,,,,"""https://energybase.ru/compressor-station/lpds-starolikeevo""",НПС Тиньговатово,,,"""https://energybase.ru/compressor-station/ops-tingovatovo"""
344,CompressorStation814,"{'type': 'Point', 'coordinates': [43.363056, 52.825278]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Узень,НПС Жетыбай,,,,,"""https://energybase.ru/compressor-station/ops-zhetybai""",,,,
345,CompressorStation815,"{'type': 'Point', 'coordinates': [43.515904, 52.115907]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Жетыбай,ГНПС Актау,,,,,"""https://energybase.ru/compressor-station/hops-aktau""",ГНПС Узень,,,"""https://energybase.ru/compressor-station/hops-uzen"""
346,CompressorStation816,"{'type': 'Point', 'coordinates': [43.595509, 51.2387]}",        Головная нефтеперекачивающая станция (ГНПС),"Казахстан, Актау",ГНПС Актау,,,,,,,НПС Жетыбай,,,"""https://energybase.ru/compressor-station/ops-zhetybai"""
347,CompressorStation817,"{'type': 'Point', 'coordinates': [45.318817, 55.20651]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Бейнеу,НПС им. Култумиева,,,,,"""https://energybase.ru/compressor-station/ops-kultumieva""",ГНПС Узень,,,"""https://energybase.ru/compressor-station/hops-uzen"""
348,CompressorStation818,"{'type': 'Point', 'coordinates': [46.927265, 53.96438]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС им. Култумиева,НПС им. Шаманова Н.Н.,,,,,"""https://energybase.ru/compressor-station/ops-shamanova""",НПС Бейнеу,,,"""https://energybase.ru/compressor-station/ops-beyneu"""
349,CompressorStation819,"{'type': 'Point', 'coordinates': [47.159071, 52.109263]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС им. Шаманова Н.Н.,НПС им. Т. Касымова,,,,,"""https://energybase.ru/compressor-station/ops-kasymova""",НПС им. Култумиева,,,"""https://energybase.ru/compressor-station/ops-kultumieva"""
350,CompressorStation820,"{'type': 'Point', 'coordinates': [47.16626, 51.86997]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС им. Т. Касымова,ПНПС Индер,,,,,"""https://energybase.ru/compressor-station/ops-inderborskaya""",НПС им. Шаманова Н.Н.,,,"""https://energybase.ru/compressor-station/ops-shamanova"""
351,CompressorStation821,"{'type': 'Point', 'coordinates': [46.422425, 65.721759]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Кумколь,ГНПС им. Б. Джумагалиева,,,,,"""https://energybase.ru/compressor-station/hops-dzhumagaliev""",ГНПС Кенкияк,,,"""https://energybase.ru/compressor-station/hops-kenkiyak"""
352,CompressorStation822,"{'type': 'Point', 'coordinates': [48.584035, 57.118515]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Кенкияк,ГНПС Кумколь,,,,,"""https://energybase.ru/compressor-station/hops-kumkol""",,,,
353,CompressorStation823,"{'type': 'Point', 'coordinates': [48.652028, 71.615357]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Атасу,НПС-8 (Атасу – Алашанькоу),,,,,"""https://energybase.ru/compressor-station/ops-8-atasu-alashankou""",НПС Степное,,,"""https://energybase.ru/compressor-station/ops-stepnoe"""
354,CompressorStation824,"{'type': 'Point', 'coordinates': [48.136664, 73.10797]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС-8 (Атасу – Алашанькоу),НПС-9 (Атасу – Алашанькоу),,,,,"""https://energybase.ru/compressor-station/ops-9-atasu-alashankou""",ГНПС Атасу,,,"""https://energybase.ru/compressor-station/hops-atasu"""
355,CompressorStation825,"{'type': 'Point', 'coordinates': [47.663576, 76.313372]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС-9 (Атасу – Алашанькоу),НПС-10 (Атасу – Алашанькоу),,,,,"""https://energybase.ru/compressor-station/ops-10-atasu-alashankou""",НПС-8 (Атасу – Алашанькоу),,,"""https://energybase.ru/compressor-station/ops-8-atasu-alashankou"""
356,CompressorStation826,"{'type': 'Point', 'coordinates': [47.29534, 78.568961]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС-10 (Атасу – Алашанькоу),НПС-11 (Атасу – Алашанькоу),,,,,"""https://energybase.ru/compressor-station/ops-11-atasu-alashankou""",НПС-9 (Атасу – Алашанькоу),,,"""https://energybase.ru/compressor-station/ops-9-atasu-alashankou"""
357,CompressorStation827,"{'type': 'Point', 'coordinates': [46.197225, 81.040102]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС-11 (Атасу – Алашанькоу),,,,,,,НПС-10 (Атасу – Алашанькоу),,,"""https://energybase.ru/compressor-station/ops-10-atasu-alashankou"""
358,CompressorStation828,"{'type': 'Point', 'coordinates': [48.47547, 57.67568]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Алибекмола,ГНПС Кенкияк,,,,,"""https://energybase.ru/compressor-station/hops-kenkiyak""",,,,
359,CompressorStation829,"{'type': 'Point', 'coordinates': [45.354497, 51.897397]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Каламкас,НПС Каражанбас,,,,,"""https://energybase.ru/compressor-station/ops-karazhanbas""",,,,
360,CompressorStation830,"{'type': 'Point', 'coordinates': [45.088889, 51.395556]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Каражанбас,ГНПС Актау,,,,,"""https://energybase.ru/compressor-station/hops-aktau""",НПС Северные Бузачи,,,"""https://energybase.ru/compressor-station/ops-north-buzachi"""
361,CompressorStation831,"{'type': 'Point', 'coordinates': [45.165458, 51.651393]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Северные Бузачи,НПС Каражанбас,,,,,"""https://energybase.ru/compressor-station/ops-karazhanbas""",ГНПС Каламкас,,,"""https://energybase.ru/compressor-station/hops-kalamkas"""
362,CompressorStation832,"{'type': 'Point', 'coordinates': [51.82193, 75.393982]}",        Нефтепродуктоперекачивающая станция (НППС),"Казахстан, Экибастуз",НПС Экибастуз,НПС Степное,,,,,"""https://energybase.ru/compressor-station/ops-stepnoe""",ГНПС Павлодар,,,"""https://energybase.ru/compressor-station/iops-pavlodar"""
363,CompressorStation833,"{'type': 'Point', 'coordinates': [51.230591, 74.016212]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Степное,ГНПС Атасу,,,,,"""https://energybase.ru/compressor-station/hops-atasu""",НПС Экибастуз,,,"""https://energybase.ru/compressor-station/ops-ekibastuz"""
364,CompressorStation834,"{'type': 'Point', 'coordinates': [47.887758, 68.557546]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Барсенгир,ГНПС им. Б. Джумагалиева,,,,,"""https://energybase.ru/compressor-station/hops-dzhumagaliev""",ГНПС Атасу,,,"""https://energybase.ru/compressor-station/hops-atasu"""
365,CompressorStation835,"{'type': 'Point', 'coordinates': [46.325253, 68.27416]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС им. Б. Джумагалиева,НПС Жуан Тюбе,,,,,"""https://energybase.ru/compressor-station/ops-zhuan-tube""",ГНПС Кумколь,,,"""https://energybase.ru/compressor-station/hops-kumkol"""
366,CompressorStation836,"{'type': 'Point', 'coordinates': [44.768586, 68.810237]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Жуан Тюбе,НПС Сузак,,,,,"""https://energybase.ru/compressor-station/ops-suzak""",НПС Барсенгир,,,"""https://energybase.ru/compressor-station/ops-barsengir"""
367,CompressorStation837,"{'type': 'Point', 'coordinates': [44.157254, 68.488648]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Сузак,ГНПС Чулак Курган,,,,,"""https://energybase.ru/compressor-station/hops-chulak-kurgan""",НПС Жуан Тюбе,,,"""https://energybase.ru/compressor-station/ops-zhuan-tube"""
368,CompressorStation838,"{'type': 'Point', 'coordinates': [43.747785, 69.204146]}",        Головная нефтеперекачивающая станция (ГНПС),Казахстан,ГНПС Чулак Курган,ГНПС Шымкент,,,,,"""https://energybase.ru/compressor-station/hops-shymkent""",НПС Сузак,,,"""https://energybase.ru/compressor-station/ops-suzak"""
369,CompressorStation839,"{'type': 'Point', 'coordinates': [42.260116, 69.353368]}",        Головная нефтеперекачивающая станция (ГНПС),"Казахстан, Шымкент",ГНПС Шымкент,,,,,,,ГНПС Чулак Курган,,,"""https://energybase.ru/compressor-station/hops-chulak-kurgan"""
370,CompressorStation850,"{'type': 'Point', 'coordinates': [46.421193, 53.509839]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Каратон,НПС Косчагыл,,,,,"""https://energybase.ru/compressor-station/ops-koschagyl""",,,,
371,CompressorStation851,"{'type': 'Point', 'coordinates': [46.848771, 53.792356]}",        Нефтепродуктоперекачивающая станция (НППС),Казахстан,НПС Косчагыл,,,,,,,НПС Каратон,,,"""https://energybase.ru/compressor-station/ops-karaton"""
372,CompressorStation856,"{'type': 'Point', 'coordinates': [51.515713, 39.402852]}",        Линейная производственно-диспетчерская станция (ЛПДС),"Россия, Воронеж",ЛПДС Воронеж,,,,,Лиски,,,,,
